"texto","categoria"
"Paso 1: instalar phpMyAdmin. Paso 2: configurar Composer. Paso 3: probar closures con un ejemplo mínimo. Recordá revisar la documentación oficial antes de llevar esto a producción.","php"
"Paso 1: instalar g++. Paso 2: configurar Boost. Paso 3: probar RAII con un ejemplo mínimo. Recordá revisar la documentación oficial antes de llevar esto a producción.","c++"
"Nota: al utilizar propiedades en c#, se recomienda validar los tipos de entrada antes de invocar el método principal.","c#"
"Módulo 1: Aprende a dominar RecyclerView en LiveData desde cero, con proyectos prácticos aplicados a consumo de APIs con Retrofit.","android"
"Paso 1: instalar Valgrind. Paso 2: configurar OpenCV. Paso 3: probar namespaces con un ejemplo mínimo. Recordá revisar la documentación oficial antes de llevar esto a producción.","c++"
"me tira error raro con Svelte, creo que es tema de versiones de Vite, googlear despues -- ver video de youtube que recomendó un compañero sobre callbacks","javascript"
"En este post analizamos las novedades de Symfony y cómo afecta a los proyectos de php en producción. Veremos también cómo se integra con Composer en un pipeline de deploy real. Además incluimos un mini benchmark comparando middlewares contra el enfoque tradicional.","php"
"La funcionalidad list comprehension en Pandas permite declarar componentes sin necesidad de configuración adicional.","python"
"Aprendé a construir aplicaciones reales de html combinando Flexbox con buenas prácticas de SEO on-page.","html"
"La clase principal de Room implementa layouts XML internamente para optimizar el ciclo de vida del componente. Consulte la referencia oficial para más detalles sobre la configuración de Firebase Console.","android"
"repasar layouts XML para el parcial de android, no entendí bien el ejemplo de la clase -- ver video de youtube que recomendó un compañero sobre layouts XML","android"
"Cheat sheet de Android Studio: los comandos y conceptos de permisos en runtime que más vas a usar en el día a día. Este enfoque también aplica si estás trabajando con Genymotion.","android"
"Paso 1: instalar Makefile. Paso 2: configurar CMake. Paso 3: probar RAII con un ejemplo mínimo.","c++"
"tip del profe: usar PHPUnit para debuggear Slim Framework, ahorra un montón de tiempo","php"
"apunte: manipulación del DOM en jquery es re confuso, preguntarle al profe en la próxima clase","jquery"
"no me anda closures en Next.js, capaz que me falta instalar pnpm, revisar mañana -- ver video de youtube que recomendó un compañero sobre closures","javascript"
"repasar atributos ARIA para el parcial de html, no entendí bien el ejemplo de la clase","html"
"Guía rápida: cómo implementar animate() en Select2 en menos de 10 minutos.","jquery"
"Hoy vamos a explorar PDO en php, un tema que genera muchas dudas entre desarrolladores junior. Veremos también cómo se integra con PHPUnit en un pipeline de deploy real.","php"
"Cheat sheet de WPF: los comandos y conceptos de eventos que más vas a usar en el día a día. Recordá revisar la documentación oficial antes de llevar esto a producción.","c#"
"En este post analizamos las novedades de Tailwind CSS y cómo afecta a los proyectos de html en producción.","html"
"tip del profe: usar Valgrind para debuggear Boost, ahorra un montón de tiempo -- ver video de youtube que recomendó un compañero sobre referencias","c++"
"Curso intensivo de javascript: dominá Vue y el DOM virtual en pocas semanas, con ejercicios evaluados automáticamente. Al finalizar el módulo recibirás un certificado y accederás a ejercicios adicionales de enrutamiento (routing).","javascript"
"Una guía práctica sobre conexión a bases de datos con PDO usando Eloquent ORM, con ejemplos de código y errores comunes a evitar. Además incluimos un mini benchmark comparando middlewares contra el enfoque tradicional.","php"
"no me anda SEO on-page en Bootstrap, capaz que me falta instalar VS Code, revisar mañana","html"
"La clase principal de STL implementa namespaces internamente para optimizar el ciclo de vida del componente. Consulte la referencia oficial para más detalles sobre la configuración de Visual Studio.","c++"
"Este módulo documenta el uso correcto de templates dentro del framework Boost, incluyendo parámetros opcionales. Consulte la referencia oficial para más detalles sobre la configuración de Makefile. Este comportamiento puede cambiar en versiones futuras de Boost, revisar el changelog.","c++"
"Cheat sheet de Xamarin: los comandos y conceptos de nullable reference types que más vas a usar en el día a día.","c#"
"Celery expone una API que facilita el uso de list comprehension, siempre que el entorno esté configurado con pip.","python"
"no me anda generadores en Pytest, capaz que me falta instalar PyCharm, revisar mañana -- ver video de youtube que recomendó un compañero sobre generadores","python"
"En este post analizamos las novedades de Express y cómo afecta a los proyectos de javascript en producción.","javascript"
"¿Vale la pena migrar a Select2 en 2026? Repasamos ventajas, desventajas y casos de uso reales para compatibilidad entre navegadores. Además incluimos un mini benchmark comparando chaining de métodos contra el enfoque tradicional.","jquery"
"Nota: al utilizar selectores $() en jquery, se recomienda validar los tipos de entrada antes de invocar el método principal. Consulte la referencia oficial para más detalles sobre la configuración de npm. Este comportamiento puede cambiar en versiones futuras de jQuery UI, revisar el changelog.","jquery"
"Paso 1: instalar VS Code. Paso 2: configurar Bulma. Paso 3: probar atributos ARIA con un ejemplo mínimo. Este enfoque también aplica si estás trabajando con Figma.","html"
"Referencia rápida de list comprehension: sintaxis básica, ejemplos y errores comunes en python.","python"
"La funcionalidad async/await en React permite declarar componentes sin necesidad de configuración adicional. Este comportamiento puede cambiar en versiones futuras de React, revisar el changelog.","javascript"
"Hoy vamos a explorar memoria dinámica en c++, un tema que genera muchas dudas entre desarrolladores junior.","c++"
"Referencia rápida de el método .ready(): sintaxis básica, ejemplos y errores comunes en jquery.","jquery"
"¿Vale la pena migrar a jQuery UI en 2026? Repasamos ventajas, desventajas y casos de uso reales para peticiones AJAX. Además incluimos un mini benchmark comparando event handlers contra el enfoque tradicional.","jquery"
"pendiente: terminar el tp de jquery usando Bootstrap con jQuery, me falta la parte de animate()","jquery"
"En esta unidad profundizamos en testing con xUnit utilizando WPF, ideal para quienes ya conocen lo básico de c#.","c#"
"La clase principal de SQLAlchemy implementa entornos virtuales internamente para optimizar el ciclo de vida del componente. Consulte la referencia oficial para más detalles sobre la configuración de Poetry. Este comportamiento puede cambiar en versiones futuras de SQLAlchemy, revisar el changelog.","python"
"La clase principal de OpenCV implementa la stack y el heap internamente para optimizar el ciclo de vida del componente. Consulte la referencia oficial para más detalles sobre la configuración de Makefile.","c++"
"no me anda plugins en Select2, capaz que me falta instalar npm, revisar mañana","jquery"
"Guía rápida: cómo implementar la JVM en Hibernate en menos de 10 minutos. Recordá revisar la documentación oficial antes de llevar esto a producción.","java"
"Curso intensivo de java: dominá Gradle y genéricos en pocas semanas, con ejercicios evaluados automáticamente. Al finalizar el módulo recibirás un certificado y accederás a ejercicios adicionales de persistencia con JPA.","java"
"Clase 1: estructura semántica paso a paso, incluye desafíos de código y un proyecto integrador final en Bulma. Al finalizar el módulo recibirás un certificado y accederás a ejercicios adicionales de estructura semántica.","html"
"Pytest expone una API que facilita el uso de list comprehension, siempre que el entorno esté configurado con pip.","python"
"¿Vale la pena migrar a Bulma en 2026? Repasamos ventajas, desventajas y casos de uso reales para optimización SEO.","html"
"En este post analizamos las novedades de Room y cómo afecta a los proyectos de android en producción. Veremos también cómo se integra con Genymotion en un pipeline de deploy real.","android"
"pendiente: terminar el tp de jquery usando jQuery Mobile, me falta la parte de event handlers -- ver video de youtube que recomendó un compañero sobre event handlers","jquery"
"La clase principal de Bulma implementa accesibilidad (a11y) internamente para optimizar el ciclo de vida del componente.","html"
"En esta unidad profundizamos en diseño con Flexbox y Grid utilizando Bulma, ideal para quienes ya conocen lo básico de html.","html"
